unique_number,rev_bis,name_en,date_inscribed,danger_list,Latitude,Longitude,area_hectares,C1,C2,C3,C4,C5,C6,N7,N8,N9,N10,criteria_txt,category,category_short,states_name_en
1546,,Kuk Early Agricultural Site,2008,,-5.7837111111,144.3317222222,116,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Papua New Guinea
768,,Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,1993,,-27.13333,-55.7,27.88,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Paraguay
304,,City of Cuzco,1983,,-13.52222,-71.98333,142.48,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Peru
305,,Historic Sanctuary of Machu Picchu,1983,,-13.11666667,-72.58333333,38160.87,1,0,1,0,0,0,1,0,1,0,(i)(iii)(vii)(ix),Mixed,C/N,Peru
375,,Chavin (Archaeological Site),1985,,-9.5927725444,-77.1784535027,14.79,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Peru
379,,Huascarán National Park,1985,,-9.33333,-77.4,340000,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Peru
419,,Chan Chan Archaeological Zone,1986,Y 1986,-8.1,-79.08333,1414.57,1,0,1,0,0,0,0,0,0,0,(i)(iii),Cultural,C,Peru
1705,Bis,Manú National Park,1987,,-12.25,-71.75,1716295.22,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,Peru
583,bis,Historic Centre of Lima,1988,,-12.05139,-77.04306,259.36,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Peru
644,,Río Abiseo National Park,1990,,-7.75,-77.25,272407.95,0,0,1,0,0,0,1,0,1,1,(iii)(vii)(ix)(x),Mixed,C/N,Peru
828,,Lines and Geoglyphs of Nasca and Palpa,1994,,-14.72583,-75.14861,75358.47,1,0,1,1,0,0,0,0,0,0,(i)(iii)(iv),Cultural,C,Peru
1186,,Historical Centre of the City of Arequipa,2000,,-16.4,-71.53333333,166.52,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Peru
1615,,Sacred City of Caral-Supe,2009,,-10.8916666667,-77.5213888889,626.36,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Peru
586,Rev,Historic City of Vigan,1999,,17.575,120.3875,0,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Philippines
773,Rev,Puerto-Princesa Subterranean River National Park,1999,,10.16666667,118.9166667,22202,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,Philippines
1554,Bis,Tubbataha Reefs Natural Park,1993,,8.9533333333,119.8675,96828,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Philippines
1955,Bis,Baroque Churches of the Philippines,1993,,14.59,120.97,,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Philippines
853,,Rice Terraces of the Philippine Cordilleras,1995,P 2001-2012,16.93389,121.13667,0,0,0,1,1,1,0,0,0,0,0,(iii)(iv)(v),Cultural,C,Philippines
2010,Rev,Mount Hamiguitan Range Wildlife Sanctuary,2014,,6.7171694444,126.1734305556,16923.07,0,0,0,0,0,0,0,0,0,1,(x),Natural,N,Philippines
1739,bis,Historic Centre of Kraków,1978,,50.0613888889,19.9372222222,149.65,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Poland
2068,Bis,Historic Centre of Warsaw,1980,,52.26639,21.01167,25.93,0,1,0,0,0,1,0,0,0,0,(ii)(vi),Cultural,C,Poland
34,,Auschwitz Birkenau <br /><small>German Nazi Concentration and Extermination Camp (1940-1945)</small>,1979,,50.0388888889,19.175,191.97,0,0,0,0,0,1,0,0,0,0,(vi),Cultural,C,Poland
1854,Ter,Wieliczka and Bochnia Royal Salt Mines,1978,,49.9791666667,20.0638888889,1104.947,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Poland
666,,Old City of Zamość,1992,,50.71667,23.26667,75.0391,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Poland
984,,Medieval Town of Toruń,1997,,53.01,18.61944,48,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Poland
998,,Castle of the Teutonic Order in Malbork,1997,,54.04166667,19.03333333,18.038,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Poland
1058,,Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,1999,,49.86666667,19.66666667,380,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Poland
1489,Rev,Wooden Churches of Southern Małopolska,2003,,49.75,21.23333333,8.26,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Poland
1228,,Churches of Peace in Jawor and Świdnica,2001,,51.05427778,16.19594444,0.23,0,0,1,1,0,1,0,0,0,0,(iii)(iv)(vi),Cultural,C,Poland
1343,,Centennial Hall in Wrocław,2006,,51.1069472222,17.0770138888,36.69,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Poland
2165,,Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,2017,,50.4426972222,18.8512277778,1672.76,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Poland
227,,Central Zone of the Town of Angra do Heroismo in the Azores,1983,,38.655,-27.22,0,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Portugal
1630,Bis,Monastery of the Hieronymites and Tower of Belém in Lisbon,1983,,38.69194,-9.21583,2.66,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,Portugal
294,,Monastery of Batalha,1983,,39.65778,-8.82694,0.98,1,1,0,0,0,0,0,0,0,0,(i)(ii),Cultural,C,Portugal
295,,Convent of Christ in Tomar,1983,,39.60472,-8.4175,0,1,0,0,0,0,1,0,0,0,0,(i)(vi),Cultural,C,Portugal
414,,Historic Centre of Évora,1986,,38.57306,-7.90778,0,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Portugal
589,,Monastery of Alcobaça,1989,,39.55,-8.97667,0,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Portugal
854,,Cultural Landscape of Sintra,1995,,38.78333,-9.41667,946,0,1,0,1,1,0,0,0,0,0,(ii)(iv)(v),Cultural,C,Portugal
890,,"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar ",1996,,41.14166667,-8.616666667,0,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Portugal
1090,,Laurisilva of Madeira,1999,,32.76666667,-17,15000,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,Portugal
1204,,Historic Centre of Guimarães,2001,,41.443731,-8.292803,19.45,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Portugal
1220,,Alto Douro Wine Region,2001,,41.10166667,-7.798888889,24600,0,0,1,1,1,0,0,0,0,0,(iii)(iv)(v),Cultural,C,Portugal
1297,Rev,Landscape of the Pico Island Vineyard Culture,2004,,38.51344444,-28.54116667,987,0,0,1,0,1,0,0,0,0,0,(iii)(v),Cultural,C,Portugal
1956,Bis,Garrison Border Town of Elvas and its Fortifications,2012,,38.8806194444,-7.1633222222,179.3559,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Portugal
1899,,University of Coimbra – Alta and Sofia,2013,,40.2078111111,-8.425775,35.5,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,Portugal
1948,Rev,Al Zubarah Archaeological Site,2013,,25.9780555556,51.0297222222,415.66,0,0,1,1,1,0,0,0,0,0,(iii)(iv)(v),Cultural,C,Qatar
869,,Seokguram Grotto and Bulguksa Temple,1995,,35.78333333,129.35,0,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Republic of Korea
870,,"Haeinsa Temple Janggyeong Panjeon, the Depositories for the <I>Tripitaka Koreana</I> Woodblocks",1995,,35.8,128.1,0,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Republic of Korea
871,,Jongmyo Shrine,1995,,37.55,126.98333,19.4,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Republic of Korea
964,,Changdeokgung Palace Complex,1997,,37.55,126.9833333,0,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Republic of Korea
965,,Hwaseong Fortress,1997,,37.27222,127.00833,0,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Republic of Korea
1140,,Gyeongju Historic Areas,2000,,35.78889,129.22667,2880,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Republic of Korea
1141,,"Gochang, Hwasun and Ganghwa Dolmen Sites",2000,,34.96667,126.92917,51.65,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Republic of Korea
1441,,Jeju Volcanic Island and Lava Tubes,2007,,33.4688888889,126.7202777777,9475.2,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Republic of Korea
1957,Bis,Royal Tombs of the Joseon Dynasty,2009,,37.1972222222,128.4527777778,1891.2,0,0,1,1,0,1,0,0,0,0,(iii)(iv)(vi),Cultural,C,Republic of Korea
1688,,Historic Villages of Korea: Hahoe and Yangdong,2010,,36.5391666667,128.5166666667,599.6,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Republic of Korea
1982,,Namhansanseong,2014,,37.4788888889,127.1811111111,409.06,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Republic of Korea
2038,,Baekje Historic Areas,2015,,36.4619444444,127.1272222222,135.1,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Republic of Korea
695,,Danube Delta,1991,,45.08333,29.5,312440,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,Romania
705,Bis,Villages with Fortified Churches in Transylvania,1993,,46.13583333,24.77305556,553,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Romania
706,,Monastery of Horezu,1993,,45.18333333,24.01666667,22.48,0,1,0,0,0,0,0,0,0,0,(ii),Cultural,C,Romania
1728,Bis,Churches of Moldavia,1993,,47.7783333333,25.7127777778,,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Romania
1055,,Historic Centre of Sighişoara,1999,,46.21777778,24.79222222,33,0,0,1,0,1,0,0,0,0,0,(iii)(v),Cultural,C,Romania
1057,,Wooden Churches of Maramureş,1999,,47.82083333,24.05583333,0,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Romania
1059,,Dacian Fortresses of the Orastie Mountains,1999,,45.62305556,23.31194444,0,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Romania
1958,Bis,Historic Centre of Saint Petersburg and Related Groups of Monuments,1990,,59.95,30.31833,3934.1,1,1,0,1,0,1,0,0,0,0,(i)(ii)(iv)(vi),Cultural,C,Russian Federation
639,,Kizhi Pogost,1990,,62.07138889,35.2275,0.57,1,0,0,1,1,0,0,0,0,0,(i)(iv)(v),Cultural,C,Russian Federation
640,,"Kremlin and Red Square, Moscow",1990,,55.74583,37.62972,0,1,1,0,1,0,1,0,0,0,0,(i)(ii)(iv)(vi),Cultural,C,Russian Federation
716,,Historic Monuments of Novgorod and Surroundings,1992,,58.53333,31.28333,0,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,Russian Federation
750,,Cultural and Historic Ensemble of the Solovetsky Islands,1992,,65.08333333,35.66666667,28834,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Russian Federation
752,,White Monuments of Vladimir and Suzdal,1992,,56.15,40.41666667,0,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Russian Federation
754,rev,"Church of the Ascension, Kolomenskoye",1994,,55.65556,37.67389,0,0,1,0,0,0,0,0,0,0,0,(ii),Cultural,C,Russian Federation
778,,Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,1993,,56.31035,38.1312,0,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Russian Federation
850,,Virgin Komi Forests,1995,,63.6258333333,58.9525,3280000,0,0,0,0,0,0,1,0,1,0,(vii)(ix),Natural,N,Russian Federation
889,,Lake Baikal,1996,,53.17361111,107.6625,8800000,0,0,0,0,0,0,1,1,1,1,(vii)(viii)(ix)(x),Natural,N,Russian Federation
902,Bis,Volcanoes of Kamchatka,1996,,56.33333333,158.5,3830200,0,0,0,0,0,0,1,1,1,1,(vii)(viii)(ix)(x),Natural,N,Russian Federation
904,Rev,Central Sikhote-Alin,2001,,45.33333333,136.1666667,406177,0,0,0,0,0,0,0,0,0,1,(x),Natural,N,Russian Federation
907,rev,Golden Mountains of Altai,1998,,50.46666667,86,1611457,0,0,0,0,0,0,0,0,0,1,(x),Natural,N,Russian Federation
1052,,Western Caucasus,1999,,44,40,298903,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,Russian Federation
1144,,Historic and Architectural Complex of the Kazan Kremlin,2000,,55.79111111,49.095,13.45,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Russian Federation
2009,Rev,Bolgar Historical and Archaeological Complex,2014,,54.9788888889,49.0563888889,424,0,1,0,0,0,1,0,0,0,0,(ii)(vi),Cultural,C,Russian Federation
1146,,Ensemble of the Ferapontov Monastery,2000,,59.95,38.56666667,2.1,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Russian Federation
1194,Rev,Natural System of Wrangel Island Reserve,2004,,71.18888889,-179.7152778,1916300,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,Russian Federation
1247,,"Citadel, Ancient City and Fortress Buildings of Derbent",2003,,42.05297222,48.29719444,9.7,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Russian Federation
1275,,Ensemble of the Novodevichy Convent,2004,,55.72611111,37.55508333,5.18,1,0,0,1,0,1,0,0,0,0,(i)(iv)(vi),Cultural,C,Russian Federation
1347,,Historical Centre of the City of Yaroslavl,2005,,57.65278,39.87611,110,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Russian Federation
1644,Rev,Putorana Plateau,2010,,69.0469444444,94.1580555556,1887251,0,0,0,0,0,0,1,0,1,0,(vii)(ix),Natural,N,Russian Federation
2116,,Lena Pillars Nature Park,2012,,60.6666666667,127,1387000,0,0,0,0,0,0,0,1,0,0,(viii),Natural,N,Russian Federation
2168,,Assumption Cathedral and Monastery of the town-island of Sviyazhsk,2017,,55.7702777778,48.6527777778,3.25,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Russian Federation
1063,,Brimstone Hill Fortress National Park,1999,,17.34694,-62.83722,15.37,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Saint Kitts and Nevis
1341,,Pitons Management Area,2004,,13.80708333,-61.07036111,2909,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Saint Lucia
1535,,San Marino Historic Centre and Mount Titano,2008,,43.9327777778,12.4519444444,55,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,San Marino
1524,,Al-Hijr Archaeological Site (Madâin Sâlih),2008,,26.7836111111,37.955,1621.2,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Saudi Arabia
1659,,At-Turaif District in ad-Dir'iyah,2010,,24.7341333333,46.5724666667,28.78,0,0,0,1,1,1,0,0,0,0,(iv)(v)(vi),Cultural,C,Saudi Arabia
1968,,"Historic Jeddah, the Gate to Makkah",2014,,21.4838888889,39.1875,17.92,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,Saudi Arabia
2033,,Rock Art in the Hail Region of Saudi Arabia,2015,,28.0105555556,40.9130555556,2043.8,1,0,1,0,0,0,0,0,0,0,(i)(iii),Cultural,C,Saudi Arabia
28,,Djoudj National Bird Sanctuary,1981,P 2000-2006 P 1984-1988,16.5,-16.16667,16000,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,Senegal
29,,Island of Gorée,1978,,14.66722,-17.40083,0,0,0,0,0,0,1,0,0,0,0,(vi),Cultural,C,Senegal
171,,Niokolo-Koba National Park,1981,Y 2007,13.06667,-12.71667,913000,0,0,0,0,0,0,0,0,0,1,(x),Natural,N,Senegal
1561,Bis,Island of Saint-Louis,2000,,16.02778,-16.50444,0,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Senegal
1754,,Saloum Delta,2011,,13.8352777778,-16.4986111111,145811,0,0,1,1,1,0,0,0,0,0,(iii)(iv)(v),Cultural,C,Senegal
1832,,"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes",2012,,12.5933333333,-12.8458333333,50309,0,0,1,0,1,1,0,0,0,0,(iii)(v)(vi),Cultural,C,Senegal
104,,Stari Ras and Sopoćani,1979,,43.11889,20.42278,198.72,1,0,1,0,0,0,0,0,0,0,(i)(iii),Cultural,C,Serbia
449,,Studenica Monastery,1986,,43.48611,20.53667,1.16,1,1,0,1,0,1,0,0,0,0,(i)(ii)(iv)(vi),Cultural,C,Serbia
856,Bis,Medieval Monuments in Kosovo,2004,Y 2006,42.6611111111,20.2655555555,2.8802,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Serbia
1430,,"Gamzigrad-Romuliana, Palace of Galerius",2007,,43.8993055556,22.1861111111,179.217,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Serbia
205,,Aldabra Atoll,1982,,-9.416666667,46.41666667,35000,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Seychelles
291,,Vallée de Mai Nature Reserve,1983,,-4.32917,55.7375,19.5,0,0,0,0,0,0,1,1,1,1,(vii)(viii)(ix)(x),Natural,N,Seychelles
2044,,Singapore Botanic Gardens,2015,,1.3152777778,103.8161111111,49,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Singapore
734,rev,Historic Town of Banská Štiavnica and the Technical Monuments in its Vicinity,1993,,48.46111,18.9,20632,0,0,0,1,1,0,0,0,0,0,(iv)(v),Cultural,C,Slovakia
1537,Bis,"Levoča, Spišský Hrad and the Associated Cultural Monuments",1993,,48.9994444444,20.7675,1351.2252,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Slovakia
740,rev,Vlkolínec,1993,,49.0391666667,19.2783333333,4.9,0,0,0,1,1,0,0,0,0,0,(iv)(v),Cultural,C,Slovakia
1137,,Bardejov Town Conservation Reserve,2000,,49.29333,21.27917,23.6,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Slovakia
1491,,Wooden Churches of the Slovak part of the Carpathian Mountain Area,2008,,49.3361111111,19.5583333333,2.5644,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Slovakia
450,,Škocjan Caves,1986,,45.66667,14,413,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Slovenia
1005,,East Rennell,1998,Y 2013,-11.68333,160.33333,37000,0,0,0,0,0,0,0,0,1,0,(ix),Natural,N,Solomon Islands
1067,,iSimangaliso Wetland Park,1999,,-27.83889,32.55,239566,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,South Africa
1069,Bis,Fossil Hominid Sites of South Africa,1999,,-24.15861,29.17694,0,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,South Africa
1070,,Robben Island,1999,,-33.8,18.36666667,475,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,South Africa
2013,Bis,Cape Floral Region Protected Areas,2004,,-34.3611111111,18.475,1094742,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,South Africa
2061,Bis,Mapungubwe Cultural Landscape,2003,,-22.1925,29.23889,28168.6602,0,1,1,1,1,0,0,0,0,0,(ii)(iii)(iv)(v),Cultural,C,South Africa
1342,,Vredefort Dome,2005,,-26.86,27.26,30000,0,0,0,0,0,0,0,1,0,0,(viii),Natural,N,South Africa
1442,,Richtersveld Cultural and Botanical Landscape,2007,,-28.6,17.2038888888,160000,0,0,0,1,1,0,0,0,0,0,(iv)(v),Cultural,C,South Africa
2133,,ǂKhomani Cultural Landscape,2017,,-25.6876111111,20.3745833333,959100,0,0,0,0,1,1,0,0,0,0,(v)(vi),Cultural,C,South Africa
1506,Bis,Cave of Altamira and Paleolithic Cave Art of Northern Spain,1985,,43.38252778,-4.116166667,0,1,0,1,0,0,0,0,0,0,0,(i)(iii),Cultural,C,Spain
2124,,Old Town of Segovia and its Aqueduct,1985,,40.94847222,-4.11675,134.28,1,0,1,1,0,0,0,0,0,0,(i)(iii)(iv),Cultural,C,Spain
353,bis,Monuments of Oviedo and the Kingdom of the Asturias,1985,,43.36262,-5.84303,0.2,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Spain
355,bis,Historic Centre of Cordoba,1984,,37.87919444,-4.779722222,0,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Spain
357,bis,"Alhambra, Generalife and Albayzín, Granada",1984,,37.17667,-3.59444,0,1,0,1,1,0,0,0,0,0,0,(i)(iii)(iv),Cultural,C,Spain
2070,Bis,Burgos Cathedral,1984,,42.3405277778,-3.7048138889,1.03,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,Spain
361,,"Monastery and Site of the Escurial, Madrid",1984,,40.58175,-4.126416667,94.11,1,1,0,0,0,1,0,0,0,0,(i)(ii)(vi),Cultural,C,Spain
364,Bis,Works of Antoni Gaudí ,1984,,41.41338,2.152972,0,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Spain
395,,Santiago de Compostela (Old Town),1985,,42.88076,-8.54468,107.59,1,1,0,0,0,1,0,0,0,0,(i)(ii)(vi),Cultural,C,Spain
1562,bis,Old Town of Ávila with its Extra-Muros Churches,1985,,40.65645,-4.70012,0,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Spain
2188,,Mudejar Architecture of Aragon,1986,,40.34389,-1.10722,4.269,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Spain
435,,Historic City of Toledo,1986,,39.86688889,-4.029416667,259.85,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Spain
436,,Garajonay National Park,1986,,28.12625,-17.23722222,3984,0,0,0,0,0,0,1,0,1,0,(vii)(ix),Natural,N,Spain
439,rev,Old City of Salamanca,1988,,40.96525,-5.6645,50.78,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Spain
1747,bis,"Cathedral, Alcázar and Archivo de Indias in Seville",1987,,37.38384,-5.99155,12,1,1,1,0,0,1,0,0,0,0,(i)(ii)(iii)(vi),Cultural,C,Spain
2189,,Old Town of Cáceres,1986,,39.47444,-6.37,9,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Spain
481,Rev,"Ibiza, Biodiversity and Culture",1999,,38.91113889,1.435194444,11231,0,1,1,1,0,0,0,0,1,1,(ii)(iii)(iv)(ix)(x),Mixed,C/N,Spain
605,rev,Poblet Monastery,1991,,41.38083,1.0825,18,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Spain
611,Rev,Renaissance Monumental Ensembles of Úbeda and Baeza,2003,,38.01131,-3.37122,9,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Spain
785,,Archaeological Ensemble of Mérida,1993,,38.91611,-6.33778,30.77,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Spain
786,,Royal Monastery of Santa María de Guadalupe,1993,,39.45285,-5.3275,1.1,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Spain
2055,Bis,Routes of Santiago de Compostela: <i>Camino Francés</i> and Routes of Northern Spain ,1993,,43.335,-6.4147222222,14.58,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,Spain
810,Bis,Doñana National Park,1994,,36.9477,-6.358861,54251.7,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Spain
924,,Historic Walled Town of Cuenca,1996,,40.07662,-2.13174,22.79,0,1,0,0,1,0,0,0,0,0,(ii)(v),Cultural,C,Spain
925,,La Lonja de la Seda de Valencia,1996,,39.47441667,-0.378444444,0,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Spain
949,,Las Médulas,1997,,42.46939,-6.77075,0,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Spain
1631,Bis,"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",1997,,41.38778,2.175,,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Spain
951,,San Millán Yuso and Suso Monasteries,1997,,42.32586,-2.86496,19.01,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,Spain
1026,,Rock Art of the Mediterranean Basin on the Iberian Peninsula,1998,,39.78995,-1.03331,0,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Spain
1027,Rev,Archaeological Ensemble of Tárraco,2000,,41.11472222,1.259305556,32.65,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Spain
1028,,University and Historic Precinct of Alcalá de Henares,1998,,40.48138889,-3.368055556,0,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,Spain
1084,,San Cristóbal de La Laguna,1999,,28.47788889,-16.31177778,60.38,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Spain
1085,,Palmeral of Elche,2000,,38.26666667,-0.716666667,0,0,1,0,0,1,0,0,0,0,0,(ii)(v),Cultural,C,Spain
1151,,Roman Walls of Lugo,2000,,43.01111,-7.55333,1.68,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Spain
1152,,Catalan Romanesque Churches of the Vall de Boí,2000,,42.50472222,0.803611111,7.98,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Spain
1153,,Archaeological Site of Atapuerca,2000,,42.37138889,-3.547222222,284.119,0,0,1,0,1,0,0,0,0,0,(iii)(v),Cultural,C,Spain
1218,,Aranjuez Cultural Landscape,2001,,40.03645,-3.60934,2047.5601,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Spain
1394,,Vizcaya Bridge,2006,,43.323175,-3.0168333333,0.8595,1,1,0,0,0,0,0,0,0,0,(i)(ii),Cultural,C,Spain
1435,,Teide National Park,2007,,28.2713888889,-16.6436111111,18990,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Spain
1616,,Tower of Hercules,2009,,43.3858333333,-8.4063888889,233,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Spain
1781,,Cultural Landscape of the Serra de Tramuntana,2011,,39.7308333333,2.6947222222,30745,0,1,0,1,1,0,0,0,0,0,(ii)(iv)(v),Cultural,C,Spain
2088,,Antequera Dolmens Site,2016,,37.025,-4.5444444444,2446.3,1,0,1,1,0,0,0,0,0,0,(i)(iii)(iv),Cultural,C,Spain
221,,Sacred City of Anuradhapura,1982,,8.333333333,80.38333333,0,0,1,1,0,0,1,0,0,0,0,(ii)(iii)(vi),Cultural,C,Sri Lanka
222,,Ancient City of Polonnaruwa,1982,,7.915833333,81.00055556,0,1,0,1,0,0,1,0,0,0,0,(i)(iii)(vi),Cultural,C,Sri Lanka
223,,Ancient City of Sigiriya,1982,,7.95,80.75,0,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Sri Lanka
468,,Sinharaja Forest Reserve,1988,,6.416666667,80.5,8864,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,Sri Lanka
522,,Sacred City of Kandy,1988,,7.293611111,80.64027778,0,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Sri Lanka
